Author	Title	Tags	Directory
Nancy Springer	Enola Holmes and the Mark of the Mongoose	Fiction, Finalist, Agatha-Award, Novel	fiction
Nancy Springer	Enola Holmes and the Black Barouche	Novel, Agatha-Award, Fiction, Finalist, Wednesday-Books	fiction
Nancy Springer	'The Case of the Cryptic Crinoline'	Fiction, Finalist, Agatha-Award, Novel	fiction
Chris Grabenstein	Escape from Mr. Lemoncello's Library	Winner, Agatha-Award, Novel, Random-House, Fiction	fiction
Chris Grabenstein	The Black Heart Crypt	Winner, Agatha-Award, Novel, Random-House, Fiction	fiction
Chris Grabenstein	The Crossroads	Fiction, Winner, Agatha-Award, Novel	fiction
Chris Grabenstein	The Hanging Hill	Winner, Agatha-Award, Novel, Random-House, Fiction	fiction
Ken Follett	Eye of the Needle	BBC-100-Most-Inspiring-Novels, Winner, Novel, Fiction, Edgar-Allan-Peo-Award-For-Best-Novel	fiction
Robert Cormier	Fade	Victor Gollancz, Delacorte Press, World-Fantasy-Award-finalist, Fantasy	fantasy
John Marks	Fangland	Penguin Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Jorge Luis Borges	Ficciones	Fiction, Spanish, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Anjili Babbar	Finders: Justice, Faith and Identity in Irish Crime Fiction	Fiction, Winner, Agatha-Award, Novel	fiction
Parke Godwin	Firelord	Doubleday, World-Fantasy-Award-finalist, Fantasy	fantasy
Gregory Frost	Fitcher's Brides	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
James Kestrel	Five Decembers	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Carl Hiaasen	Flush	Winner, Agatha-Award, Novel, Alfred-A.-Knopf, Fiction	fiction
Ernest Hemingway	For Whom the Bell Tolls	BBC-100-Most-Inspiring-Novels, Novel, Fiction, English, Le-Mondes-100-Books-of-the-Century	fiction
Judy Blume	Forever...	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, American, Novel, Fiction	fiction
Mary Shelley	Frankenstein	BBC-100-Most-Inspiring-Novels, 1818, Life,-Death-Other-Worlds, Novel, novel, Fiction, British, science fiction	fiction
Michel Tournier	Friday	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Mattias Bostrom	From Holmes to Sherlock: The Story of the Men and Women Who Created an Icon	Fiction, Winner, Agatha-Award, Novel	fiction
Boris Vian	Froth on the Daydream	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Kij Johnson	Fudoki	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Kij Johnson	The Dream-Quest of Vellitt Boe	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Tor.com Publishing	science-fiction
Kij Johnson	Spar	Nebula-Award-for-Best-Short-Story, Clarkesworld Magazine, science-fiction, Short-Story	science-fiction
Kij Johnson	Ponies	Nebula-Award-for-Best-Short-Story, Tor.com, science-fiction, Short-Story	science-fiction
Kij Johnson	the Abyss 26 Monkeys	short-story, science fiction	science-fiction
Kij Johnson	The Man Who Bridged the Mist	short-story, 2011, science fiction	science-fiction
Kij Johnson	Fox Magic	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Anne Michaels	Fugitive Pieces	Jewish-Quarterly-Wingate Prize, BBC-100-Most-Inspiring-Novels, Orange-Prize-for-Fiction, Novel, Identity, Canadian, Fiction, Trillium-Book-Award, Books-in-Canada-First-Novel-Award, Guardian-Fiction-Prize	fiction
René Char	Furor and Mystery	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Steven Erikson	Gardens of the Moon	Bantam Books, World-Fantasy-Award-finalist, Fantasy	fantasy
André Franquin	GastonGomer Goof	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
J. J. Marric	Gideon's Fire	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Marilynne Robinson	Gilead	BBC-100-Most-Inspiring-Novels, American, Life,-Death-Other-Worlds, Novel, Fiction	fiction
James Baldwin	Giovanni's Room	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, American, Novel, Fiction	fiction
Melanie Rehak	Girl Sleuth: Nancy Drew and the Women Who Created Her	Harcourt, Winner, Agatha-Award, Novel, Fiction	fiction
Michael Moorcock	Gloriana	Novel, Fantasy, Avon Publications, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, World-Fantasy-Award, science-fiction	fantasy
Michael Moorcock	The Sailor on the Seas of Fate	World-Fantasy-Award-finalist, Quartet, DAW Books, Fantasy	fantasy
Michael Moorcock	The War Hound and the World's Pain	Timescape, World-Fantasy-Award-finalist, Fantasy	fantasy
Donald E. Westlake	God Save the Mark	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Claire Adam	Golden Child	BBC-100-Most-Inspiring-Novels, Trinidadian, Novel, Fiction, Coming-of-Age	fiction
Mo Hayder	Gone	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Margaret Mitchell	Gone with the Wind	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Jill Churchill	Grime and Punishment	Winner, Novel, Agatha-Award, Fiction, Avon	fiction
Federico García Lorca	Gypsy Ballads	Fiction, Spanish, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Craig Thompson	Habibi	BBC-100-Most-Inspiring-Novels, American, Novel, Fiction, Rule-Breakers	fiction
Chimamanda Ngozi Adichie	Half of a Yellow Sun	BBC-100-Most-Inspiring-Novels, Novel, Identity, Fiction, Nigerian	fiction
The Murder List	Hank Phillippi Ryan	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Philip Pullman	His Dark Materials (trilogy)	BBC-100-Most-Inspiring-Novels, Adventure, Novel, Fiction, British	fiction
Philip Pullman	The Amber Spyglass	Alfred A. Knopf, Scholastic, World-Fantasy-Award-finalist, Fantasy	fantasy
Richie Narvaez	Holly Hernandez and the Death of Disco	Winner, Agatha-Award, Novel, Fiction, Piñata-Books	fiction
Richie Narvaez	Shamu, World’s Greatest Detective	Killin’-Time-in-San-Diego, Agatha-Award, Novel, Fiction, Finalist	fiction
Richie Narvaez	The Minnesota Twins Meet Bigfoot	Land-of-10,000-Thrills:-Bouchercon-Anthology-2022, Agatha-Award, Novel, Fiction, Finalist	fiction
Richie Narvaez	Doc's at Midnight	Midnight-Hour, Agatha-Award, Novel, Fiction, Finalist	fiction
Kellye Garrett	Hollywood Homicide	Fiction, Winner, Agatha-Award, Novel	fiction
Kamila Shamsie	Home Fire	BBC-100-Most-Inspiring-Novels, Politics,-Power-Protest, Novel, Fiction, British	fiction
Yaa Gyasi	Homegoing	BBC-100-Most-Inspiring-Novels, Novel, Identity, Fiction, Ghanaian-American	fiction
Brian Garfield	Hopscotch	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Ali Smith	How to Be Both	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Rule-Breakers	fiction
Kathy Lynn Emerson	How to Write Killer Historical Mysteries	Winner, Agatha-Award, Novel, Fiction, Perseverance-Press	fiction
Kathy Lynn Emerson	The Blessing Witch	Agatha-Award, Novel, Fiction, Best-New-England-Crime-Stories-2015:-Rogue-Wave-(Level-Best-Books), Finalist	fiction
Lee Child and Laurie R. King (editor)	How to Write a Mystery: A Handbook from Mystery Writers of America	Fiction, Winner, Agatha-Award, Novel	fiction
Dodie Smith	I Capture the Castle	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Family-Friendship	fiction
Alan Orloff	I Play One on TV	Down-Out-Books, Winner, Agatha-Award, Novel, Fiction	fiction
Alan Orloff	Diamonds for the Dead	Fiction, Finalist, Agatha-Award, Novel	fiction
Bapsi Sidhwa	Ice Candy Man	BBC-100-Most-Inspiring-Novels, Crime-Conflict, Novel, Fiction, British	fiction
Beloved	Identity, American, BBC-100-Most-Inspiring-Novels, Novel, Fiction	Toni Morrison	fiction
Primo Levi	If This Is a Man Se questo è un uomo, Survival in Auschwitz	Fiction, Italian, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Peter Carey	Illywhacker	Harper, Row, World-Fantasy-Award-finalist, Fantasy	fantasy
Rhys Bowen	In Farleigh Field	Fiction, Winner, Agatha-Award, Novel	fiction
Rhys Bowen	Murphy's Law	St.-Martin's-Minotaur, Winner, Agatha-Award, Novel, Fiction	fiction
Rhys Bowen	Naughty in Nice	Winner, Agatha-Award, Novel, Fiction, Royal-Spyness	fiction
Rhys Bowen	Queen of Hearts	Winner, Agatha-Award, Novel, Fiction, Royal-Spyness	fiction
Rhys Bowen	The Last Mrs. Summers	WInner, Agatha-Award, Novel, Fiction, Royal-Spyness	fiction
Rhys Bowen	Love and Death Among the Cheetahs	Agatha-Award, Novel, Fiction, Royal-Spyness, Finalist	fiction
Rhys Bowen	Four Funerals and Maybe a Wedding	Agatha-Award, Novel, Fiction, Royal-Spyness, Finalist	fiction
Rhys Bowen	Malice at the Palace	Agatha-Award, Novel, Fiction, Royal-Spyness, Finalist	fiction
Rhys Bowen	Heirs and Graces	Agatha-Award, Novel, Fiction, Royal-Spyness, Finalist	fiction
Rhys Bowen	The Twelve Clues of Christmas	Agatha-Award, Novel, Fiction, Royal-Spyness, Finalist	fiction
Rhys Bowen	Royal Flush	Berkley-Prime-Crime, Agatha-Award, Novel, Fiction, Finalist	fiction
Rhys Bowen	A Royal Pain	Penguin-Group, Agatha-Award, Novel, Fiction, Finalist	fiction
Rhys Bowen	Her Royal Spyness	Penguin-Group, Agatha-Award, Novel, Fiction, Finalist	fiction
Rhys Bowen	Death of Riley	St.-Martin's-Minotaur, Agatha-Award, Novel, Fiction, Finalist	fiction
Rhys Bowen	The Venice Sketchbook	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Shortlist, Novel	fiction
Kit Whitfield	In Great Waters	World-Fantasy-Award-finalist, Fantasy, Jonathan Cape, Del Rey Books	fantasy
Marcel Proust	In Search of Lost TimeRemembrance of Things Past	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Charles L. Grant	In a Dark Dream	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Charles L. Grant	The Hour of the Oxrun Dead	Doubleday, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles L. Grant	The Last Call of Mourning	Doubleday, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles L. Grant	The Nestling	Pocket Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles L. Grant	The Pet	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Charles L. Grant	The Sound of Midnight	Doubleday, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles L. Grant	A Crowd of Shadows	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Peter Robinson	In a Dry Season	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Peter Robinson	Close to Home	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Julia Spencer-Fleming	In the Bleak Midwinter	Winner, Agatha-Award, Novel, Fiction, Minotaur-Books	fiction
Julia Spencer-Fleming	I Shall Not Want	Minotaur-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Julia Spencer-Fleming	All Mortal Flesh	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Julia Spencer-Fleming	Through the Evil Days	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Julia Spencer-Fleming	One Was a Soldier	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Julia Spencer-Fleming	Out of the Deep I Cry	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Catherynne M. Valente	In the Night Garden	Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
Catherynne M. Valente	Space Opera	Saga Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Catherynne M. Valente	The Future is Blue	Theodore Sturgeon Award, science-fiction, Drowned Worlds (Solaris Books), Short-Story	science-fiction
Dale Bailey	In the Night Wood	John Joseph Adams Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Walter Scott	Ivanhoe	BBC-100-Most-Inspiring-Novels, Adventure, Novel, Fiction, British	fiction
Jules Renard	Journal, 1887–1910	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Louis-Ferdinand Céline	Journey to the End of the Night	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Haruki Murakami	Kafka on the Shore	Novel, Fantasy, Harvill Press, Alfred A. Knopf, World-Fantasy-Award	fantasy
Like a Sister	Kellye Garrett	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
M.D. Lake	Kim's Game	Winner, Novel, Agatha-Award, Fiction, Malice-Domestic-2-(Pocket-Books)	fiction
M.D. Lake	Tea for Two	Funnybones-(Penguin-Group), Winner, Agatha-Award, Novel, Fiction	fiction
Nicolas Freeling	King of the Rainy Country	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Peter Straub	Koko	Viking Press, Novel, Fantasy, World-Fantasy-Award, E. P. Dutton	fantasy
Peter Straub	Shadowland	Geoghegan, World-Fantasy-Award-finalist, Fantasy, Coward, McCann	fantasy
Peter Straub	The Throat	Borderlands Press, E. P. Dutton, World-Fantasy-Award-finalist, Fantasy	fantasy
Elmore Leonard	La Brava	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
D.H. Lawrence	Lady Chatterley's Lover	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
No Good Deeds	Laura Lippman	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Alain-Fournier	Le Grand Meaulnes	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Vercors	Le Silence de la mer	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Sara J. Henry fr	Learning to Swim	Fiction, Winner, Agatha-Award, Novel	fiction
Lori Roy	Let Me Die in His Footsteps	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Georges Perec	Life: A User's Manual	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Dennis Lehane	Live by Night	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Dennis Lehane	Gone, Baby, Gone	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Dennis Lehane	Shutter Island	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Vladimir Nabokov	Lolita	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Catriona Ward	Looking Glass Sound	Fantasy, World-Fantasy-Award-finalist, Viper Books/Nightfire Books	fantasy
Catriona Ward	The Last House on Needless Street	Nightfire Books/Viper Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Joseph Conrad	Lord Jim	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Guy Gavriel Kay	Lord of Emperors	World-Fantasy-Award-finalist, Viking Press, HarperPrism, Fantasy	fantasy
Guy Gavriel Kay	Sailing to Sarantium	Earthlight, Viking Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Guy Gavriel Kay	Tigana	Viking Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Guy Gavriel Kay	Under Heaven	Roc Books, Viking Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Guy Gavriel Kay	Ysabel	Roc Books, Viking Press, Novel, Fantasy, World-Fantasy-Award	fantasy
William Golding	Lord of the Flies	BBC-100-Most-Inspiring-Novels, Politics,-Power-Protest, Novel, Fiction, British	fiction
Judith Tarr	Lord of the Two Lands	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Matt Ruff	Lovecraft Country	Harper, World-Fantasy-Award-finalist, Fantasy	fantasy
Matt Ruff	Bad Monkeys	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, HarperCollins, Novel	science-fiction
Susan M. Boyer	Lowcountry Boil	Fiction, Winner, Agatha-Award, Novel	fiction
Bret Easton Ellis	Lunar Park	Alfred A. Knopf, Macmillan Publishers, World-Fantasy-Award-finalist, Fantasy	fantasy
André Malraux	Man's Fate	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
John Dos Passos	Manhattan Transfer	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Earlene Fowler	Mariner's Compass	Berkley-Books, Winner, Agatha-Award, Novel, Fiction	fiction
Earlene Fowler	The Saddlemaker's Wife	Fiction, Finalist, Agatha-Award, Novel	fiction
Earlene Fowler	Arkansas Traveler	Berkley-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Earlene Fowler	Dove in the Window	Agatha-Award, Novel, Berkley, Fiction, Finalist	fiction
Earlene Fowler	Goose in a Pond	Berkley-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Earlene Fowler	Kansas Troubles	Berkley-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Earlene Fowler	Fool's Puzzle	Fiction, Finalist, Agatha-Award, Novel	fiction
Jack London	Martin Eden	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Jane Cleland	Mastering Plot Twists	Fiction, Winner, Agatha-Award, Novel	fiction
Jane Cleland	Consigned to Death	Minotaur-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Jane K. Cleland	Mastering Suspense, Structure, and Plot: How to Write Gripping Stories that Keep Readers on the Edge of Their Seats	Fiction, Winner, Agatha-Award, Novel	fiction
H. Warner Munn	Merlin's Ring	Ballantine Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Seanan McGuire	Middlegame	Fiction, Locus-Award-For-Best-Fantasy-Novel, Novel	fiction
George Eliot	Middlemarch	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Family-Friendship	fiction
Salman Rushdie	Midnight's Children	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Salman Rushdie	The Moor's Last Sigh	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Rule-Breakers	fiction
Blaise Cendrars	Moravagine	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Robert Barnard	More Final Than Divorce	Winner, Agatha-Award, Novel, Fiction, Ellery-Queen's-Mystery-Magazine	fiction
Robert Barnard	Death of a Literary Widow	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Shortlist, Novel	fiction
Robert Barnard	Death of a Mystery Writer	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Shortlist, Novel	fiction
John Buchan	Mr Standfast	BBC-100-Most-Inspiring-Novels, Adventure, Novel, Fiction, British	fiction
Robert Clark	Mr. White's Confession	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Erica Neubauer	Murder at the Mena House	Fiction, Winner, Agatha-Award, Novel	fiction
Anne George	Murder on a Girl's Night Out	Winner, Novel, Agatha-Award, Fiction, Avon	fiction
Penny Warner	Mystery Of The Haunted Caves (Troop 13 Mystery series)	Meadowbrook-Press, Winner, Agatha-Award, Novel, Fiction	fiction
Penny Warner	The Haunted Lighthouse (The Code Busters Club)	Winner, Agatha-Award, Novel, Fiction, EgmontUSA	fiction
Penny Warner	The Mummy's Curse (The Code Busters Club)	Winner, Agatha-Award, Novel, Fiction, EgmontUSA	fiction
Penny Warner	The Secret of the Puzzle Box(The Code Busters Club)	Winner, Novel, Agatha-Award, Fiction, Darby-Creek	fiction
Penny Warner	Mystery of the Pirate's Treasure (The Code Busters Club)	Agatha-Award, Novel, Fiction, EgmontUSA, Finalist	fiction
Penny Warner	The Secret of the Skeleton Key (The Code Busters Club)	Agatha-Award, Novel, Fiction, EgmontUSA, Finalist	fiction
Penny Warner	The Official Nancy Drew Handbook	Novel, Agatha-Award, Quirck-Productions, Fiction, Finalist	fiction
Penny Warner	Dead Body Language	Bantam-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Alzina Stone Dale	Mystery Reader's Walking Guide to Washington D.C.	Passport-Books, Winner, Novel, Agatha-Award, Fiction	fiction
Alzina Stone Dale	Mystery Readers Walking Guide-Chicago	Passport-Books,-NTC-Publishing-Group, Winner, Agatha-Award, Novel, Fiction	fiction
Alzina Stone Dale	Dorothy L. Sayers	Fiction, Finalist, Agatha-Award, Novel	fiction
Robert Holdstock	Mythago Wood	Victor Gollancz, World-Fantasy-Award, Novel, Fantasy	fantasy
André Breton	Nadja	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Elizabeth Peters	Naked Once More	Winner, Agatha-Award, Novel, Warner, Fiction	fiction
Elizabeth Peters	The Golden One	William-Morrow-Company, Agatha-Award, Novel, Fiction, Finalist	fiction
Elizabeth Peters	He Shall Thunder in the Sky	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Elizabeth Peters	The Ape Who Guards the Balance	Novel, Agatha-Award, Fiction, Finalist, Avon	fiction
Elizabeth Peters	Seeing a Large Cat	Agatha-Award, Novel, Warner, Fiction, Finalist	fiction
Elizabeth Peters	Night Train to Memphis	Fiction, Finalist, Agatha-Award, Novel	fiction
Elizabeth Peters	The Snake, the Crocodile, and the Dog	Fiction, Finalist, Agatha-Award, Novel	fiction
Elizabeth Peters	The Last Camel Died at Noon	Agatha-Award, Novel, Warner, Fiction, Finalist	fiction
Elizabeth Peters	Trojan Gold	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Julie Smith	New Orleans Mourning	Winner, Novel, Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Finalist, Anthony-Award-For-Best-Novel	fiction
Aaron Elkins and Charlotte Elkins	Nice Gorilla	Winner, Agatha-Award, Novel, Malice-Domestic-1-(Pocket-Books), Fiction	fiction
Michael Shea	Nifft the Lean	World-Fantasy-Award, Novel, DAW Books, Fantasy	fantasy
Angela Carter	Nights at the Circus	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Rule-Breakers	fiction
George Orwell	Nineteen Eighty-Four	BBC-100-Most-Inspiring-Novels, Novel, novel, Fiction, British, English, Le-Mondes-100-Books-of-the-Century, Rule-Breakers, science fiction, 1949	fiction
S. J. Rozan	No Colder Place	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
S. J. Rozan	Winter and Night	Winner, Novel, Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Finalist, Anthony-Award-For-Best-Novel	fiction
S. J. Rozan	Reflecting the Sky	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
S. J. Rozan	The Shanghai Moon	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Elizabeth Foxwell	No Man’s Land	Winner, Novel, Agatha-Award, Fiction, Blood-On-Their-Hands-(Berkley-Prime-Crime)	fiction
James Hadley Chase	No Orchids For Miss Blandish	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Danya Kukafka	Notes on an Execution	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Malorie Blackman	Noughts  Crosses	BBC-100-Most-Inspiring-Novels, Politics,-Power-Protest, Novel, Fiction, British	fiction
Lou Berney	November Road	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Barbara D'Amato	Of Course You Know That Chocolate Is A Vegetable	Winner, Agatha-Award, Novel, Fiction, Ellery-Queen's-Mystery-Magazine,-November-1998	fiction
Barbara D'Amato	The Doctor, the Murder, the Mystery	Winner, Novel, Agatha-Award, Noble-Press, Fiction	fiction
Aaron Elkins	Old Bones	Winner, Novel, Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Finalist, Anthony-Award-For-Best-Novel	fiction
Aaron Elkins	Old Scores	Fiction, Finalist, Agatha-Award, Novel	fiction
Aaron Elkins	Make No Bones	Mysterious-Press, Novel, Agatha-Award, Fiction, Finalist	fiction
Hank Phillippi Ryan	On the House	Level-Best-Books, Winner, Agatha-Award, Novel, Fiction	fiction
Hank Phillippi Ryan	Prime Time	Winner, Agatha-Award, Novel, Harlequin, Fiction	fiction
Hank Phillippi Ryan	The Wrong Girl	Winner, Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Hank Phillippi Ryan	Truth Be Told	Winner, Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Hank Phillippi Ryan	The Other Woman	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Hank Phillippi Ryan	Drive Time	Fiction, Finalist, Agatha-Award, Novel	fiction
Hank Phillippi Ryan	Air Time	Novel, Agatha-Award, Fiction, Finalist, MIRA	fiction
Hank Phillippi Ryan	Her Perfect Life	Fiction, Finalist, Agatha-Award, Novel	fiction
Hank Phillippi Ryan	The Murder List	Fiction, Finalist, Agatha-Award, Novel	fiction
Hank Phillippi Ryan	Trust Me	Fiction, Finalist, Agatha-Award, Novel	fiction
Hank Phillippi Ryan	Say No More	Fiction, Finalist, Agatha-Award, Novel	fiction
Hank Phillippi Ryan	What You See	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Hank Phillippi Ryan	The First To Lie	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Jack Kerouac	On the Road	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Art Taylor	On the Road with Del and Louise	Fiction, Winner, Agatha-Award, Novel	fiction
Art Taylor	Parallel Play	Chesapeake-Crimes:-Storm-Warning-(Wildside-Press), Winner, Agatha-Award, Novel, Fiction	fiction
Art Taylor	The Care and Feeding of House Plants	Ellery-Queen's-Mystery-Magazine,-March/April-2013, Winner, Agatha-Award, Novel, Fiction	fiction
Art Taylor	The Odds Are Against Us	Winner, Agatha-Award, Novel, Fiction, Ellery-Queen's-Mystery-Magazine,-Nov.-2014	fiction
Art Taylor	The Invisible Band	Edgar-Shamus-Go-Golden, Agatha-Award, Novel, Fiction, Finalist	fiction
Art Taylor	The Boy Detective  the Summer of '74	Agatha-Award, Novel, Fiction, Alfred-Hitchcock's-Mystery-Magazine,-January/February-2020, Finalist	fiction
Art Taylor	Better Days	Agatha-Award, Novel, Fiction, Ellery-Queen's-Mystery-Magazine,-May/June-2019, Finalist	fiction
Art Taylor	English 398: Fiction Workshop	Ellery-Queen's-Mystery-Magazine,-July/August-2018, Agatha-Award, Novel, Fiction, Finalist	fiction
Art Taylor	A Necessary Ingredient	Agatha-Award, Novel, Fiction, Coast-to-Coast:-Private-Eyes-from-Sea-to-Shining-Sea-(Down-Out-Books), Finalist	fiction
Art Taylor	Premonition	Agatha-Award, Novel, Chesapeake-Crimes:-Homicidal-Holidays-(Wildside-Press), Fiction, Finalist	fiction
Art Taylor	When Duty Calls	Agatha-Award, Novel, Fiction, Chesapeake-Crimes:-This-Job-is-Murder-(Wildside-Press), Finalist	fiction
Gabriel García Márquez	One Hundred Years of Solitude	Fiction, Spanish, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Tara Laskowski fr	One Night Gone	Fiction, Winner, Agatha-Award, Novel	fiction
Tara Laskowski fr	The Case of the Vanishing Professor	Winner, Agatha-Award, Novel, Fiction, Alfred-Hitchcock's-Mystery-Magazine,-May/June-2018	fiction
Lavie Tidhar	Osama	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, DAW Books, Novel, PS Publishing, Fantasy, World-Fantasy-Award, science-fiction	fantasy
Lavie Tidhar	Unholy Land	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Tachyon Publications, Novel	science-fiction
